parent,vars,id,creation_time,psynet_version,deployment_id,deposited,inherited,inherited_from,module_id,local_key,key_within_module,key_within_experiment,export_path,is_global,module_state_id,participant_id,trial_id,node_id,network_id,description,personal,content_id,host_path,url,is_folder,data_type,extension,storage,node_definition,type,input_path,obfuscate,md5_contents,size_mb,deposit_time_sec,used_cache,class,object_type,file_system_path
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 71}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_71__prompt/9bd249c724f0a3220171e28c644a8952.mp4""}",71,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_71__prompt,label_experiment/nodes/node_71__prompt,label_experiment/nodes/node_71__prompt.mp4,,,,,71,71,,False,9bd249c724f0a3220171e28c644a8952,cached/label_experiment/nodes/node_71__prompt/9bd249c724f0a3220171e28c644a8952.mp4,/static/assets/cached/label_experiment/nodes/node_71__prompt/9bd249c724f0a3220171e28c644a8952.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-16_0-29.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-16_0-29.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_71__prompt/9bd249c724f0a3220171e28c644a8952.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 72}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_72__prompt/ce5677caf1ee849bc53a22f89264259b.mp4""}",72,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_72__prompt,label_experiment/nodes/node_72__prompt,label_experiment/nodes/node_72__prompt.mp4,,,,,72,72,,False,ce5677caf1ee849bc53a22f89264259b,cached/label_experiment/nodes/node_72__prompt/ce5677caf1ee849bc53a22f89264259b.mp4,/static/assets/cached/label_experiment/nodes/node_72__prompt/ce5677caf1ee849bc53a22f89264259b.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-10_0-12.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-10_0-12.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_72__prompt/ce5677caf1ee849bc53a22f89264259b.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 73}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_73__prompt/80bb975c79b13202fc7a08c668d9cf51.mp4""}",73,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_73__prompt,label_experiment/nodes/node_73__prompt,label_experiment/nodes/node_73__prompt.mp4,,,,,73,73,,False,80bb975c79b13202fc7a08c668d9cf51,cached/label_experiment/nodes/node_73__prompt/80bb975c79b13202fc7a08c668d9cf51.mp4,/static/assets/cached/label_experiment/nodes/node_73__prompt/80bb975c79b13202fc7a08c668d9cf51.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-2_0-19.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-2_0-19.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_73__prompt/80bb975c79b13202fc7a08c668d9cf51.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 74}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_74__prompt/71fd3849936d71d8838577407312eac6.mp4""}",74,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_74__prompt,label_experiment/nodes/node_74__prompt,label_experiment/nodes/node_74__prompt.mp4,,,,,74,74,,False,71fd3849936d71d8838577407312eac6,cached/label_experiment/nodes/node_74__prompt/71fd3849936d71d8838577407312eac6.mp4,/static/assets/cached/label_experiment/nodes/node_74__prompt/71fd3849936d71d8838577407312eac6.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-1_0-15.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-1_0-15.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_74__prompt/71fd3849936d71d8838577407312eac6.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 75}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_75__prompt/6a083aac2d407f5b3fc41f8fe219e730.mp4""}",75,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_75__prompt,label_experiment/nodes/node_75__prompt,label_experiment/nodes/node_75__prompt.mp4,,,,,75,75,,False,6a083aac2d407f5b3fc41f8fe219e730,cached/label_experiment/nodes/node_75__prompt/6a083aac2d407f5b3fc41f8fe219e730.mp4,/static/assets/cached/label_experiment/nodes/node_75__prompt/6a083aac2d407f5b3fc41f8fe219e730.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-15_0-25.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-15_0-25.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_75__prompt/6a083aac2d407f5b3fc41f8fe219e730.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 76}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_76__prompt/be24b7a0e4113553bbf0084605dfe46f.mp4""}",76,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_76__prompt,label_experiment/nodes/node_76__prompt,label_experiment/nodes/node_76__prompt.mp4,,,,,76,76,,False,be24b7a0e4113553bbf0084605dfe46f,cached/label_experiment/nodes/node_76__prompt/be24b7a0e4113553bbf0084605dfe46f.mp4,/static/assets/cached/label_experiment/nodes/node_76__prompt/be24b7a0e4113553bbf0084605dfe46f.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-20_0-35.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-20_0-35.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_76__prompt/be24b7a0e4113553bbf0084605dfe46f.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 77}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_77__prompt/dc99e6d7306e4dedc356073b7d140411.mp4""}",77,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_77__prompt,label_experiment/nodes/node_77__prompt,label_experiment/nodes/node_77__prompt.mp4,,,,,77,77,,False,dc99e6d7306e4dedc356073b7d140411,cached/label_experiment/nodes/node_77__prompt/dc99e6d7306e4dedc356073b7d140411.mp4,/static/assets/cached/label_experiment/nodes/node_77__prompt/dc99e6d7306e4dedc356073b7d140411.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-5_0-25.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-5_0-25.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_77__prompt/dc99e6d7306e4dedc356073b7d140411.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 78}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_78__prompt/176a646eb39747b66925d56d46a16777.mp4""}",78,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_78__prompt,label_experiment/nodes/node_78__prompt,label_experiment/nodes/node_78__prompt.mp4,,,,,78,78,,False,176a646eb39747b66925d56d46a16777,cached/label_experiment/nodes/node_78__prompt/176a646eb39747b66925d56d46a16777.mp4,/static/assets/cached/label_experiment/nodes/node_78__prompt/176a646eb39747b66925d56d46a16777.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-16_0-24.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-16_0-24.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_78__prompt/176a646eb39747b66925d56d46a16777.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 79}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_79__prompt/f487adb80918e9e399317454b2fab8e7.mp4""}",79,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_79__prompt,label_experiment/nodes/node_79__prompt,label_experiment/nodes/node_79__prompt.mp4,,,,,79,79,,False,f487adb80918e9e399317454b2fab8e7,cached/label_experiment/nodes/node_79__prompt/f487adb80918e9e399317454b2fab8e7.mp4,/static/assets/cached/label_experiment/nodes/node_79__prompt/f487adb80918e9e399317454b2fab8e7.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-0_0-11.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-0_0-11.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_79__prompt/f487adb80918e9e399317454b2fab8e7.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 80}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_80__prompt/6c0b7196546dcf1caa4df0e55ce900fd.mp4""}",80,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_80__prompt,label_experiment/nodes/node_80__prompt,label_experiment/nodes/node_80__prompt.mp4,,,,,80,80,,False,6c0b7196546dcf1caa4df0e55ce900fd,cached/label_experiment/nodes/node_80__prompt/6c0b7196546dcf1caa4df0e55ce900fd.mp4,/static/assets/cached/label_experiment/nodes/node_80__prompt/6c0b7196546dcf1caa4df0e55ce900fd.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-13_0-23.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-13_0-23.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_80__prompt/6c0b7196546dcf1caa4df0e55ce900fd.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 81}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_81__prompt/afe3e5f4bbc4c8ff519d25a43f0f7e8b.mp4""}",81,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_81__prompt,label_experiment/nodes/node_81__prompt,label_experiment/nodes/node_81__prompt.mp4,,,,,81,81,,False,afe3e5f4bbc4c8ff519d25a43f0f7e8b,cached/label_experiment/nodes/node_81__prompt/afe3e5f4bbc4c8ff519d25a43f0f7e8b.mp4,/static/assets/cached/label_experiment/nodes/node_81__prompt/afe3e5f4bbc4c8ff519d25a43f0f7e8b.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-20_0-22.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-20_0-22.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_81__prompt/afe3e5f4bbc4c8ff519d25a43f0f7e8b.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 82}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_82__prompt/2967f2bb639a01177638f72526218ca5.mp4""}",82,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_82__prompt,label_experiment/nodes/node_82__prompt,label_experiment/nodes/node_82__prompt.mp4,,,,,82,82,,False,2967f2bb639a01177638f72526218ca5,cached/label_experiment/nodes/node_82__prompt/2967f2bb639a01177638f72526218ca5.mp4,/static/assets/cached/label_experiment/nodes/node_82__prompt/2967f2bb639a01177638f72526218ca5.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-23_0-27.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-23_0-27.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_82__prompt/2967f2bb639a01177638f72526218ca5.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 83}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_83__prompt/55142ac5b710499e29b33913ee69e7c5.mp4""}",83,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_83__prompt,label_experiment/nodes/node_83__prompt,label_experiment/nodes/node_83__prompt.mp4,,,,,83,83,,False,55142ac5b710499e29b33913ee69e7c5,cached/label_experiment/nodes/node_83__prompt/55142ac5b710499e29b33913ee69e7c5.mp4,/static/assets/cached/label_experiment/nodes/node_83__prompt/55142ac5b710499e29b33913ee69e7c5.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-23_0-25.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-23_0-25.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_83__prompt/55142ac5b710499e29b33913ee69e7c5.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 84}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_84__prompt/9d0b23c1d6e3f2ff924bef097a17e4bf.mp4""}",84,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_84__prompt,label_experiment/nodes/node_84__prompt,label_experiment/nodes/node_84__prompt.mp4,,,,,84,84,,False,9d0b23c1d6e3f2ff924bef097a17e4bf,cached/label_experiment/nodes/node_84__prompt/9d0b23c1d6e3f2ff924bef097a17e4bf.mp4,/static/assets/cached/label_experiment/nodes/node_84__prompt/9d0b23c1d6e3f2ff924bef097a17e4bf.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-3_0-27.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-3_0-27.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_84__prompt/9d0b23c1d6e3f2ff924bef097a17e4bf.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 85}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_85__prompt/f0c2819deff7a7bedf74d14d36986972.mp4""}",85,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_85__prompt,label_experiment/nodes/node_85__prompt,label_experiment/nodes/node_85__prompt.mp4,,,,,85,85,,False,f0c2819deff7a7bedf74d14d36986972,cached/label_experiment/nodes/node_85__prompt/f0c2819deff7a7bedf74d14d36986972.mp4,/static/assets/cached/label_experiment/nodes/node_85__prompt/f0c2819deff7a7bedf74d14d36986972.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-1_0-13.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-1_0-13.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_85__prompt/f0c2819deff7a7bedf74d14d36986972.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 86}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_86__prompt/f9f8468036b48313889f3199a0c4f458.mp4""}",86,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_86__prompt,label_experiment/nodes/node_86__prompt,label_experiment/nodes/node_86__prompt.mp4,,,,,86,86,,False,f9f8468036b48313889f3199a0c4f458,cached/label_experiment/nodes/node_86__prompt/f9f8468036b48313889f3199a0c4f458.mp4,/static/assets/cached/label_experiment/nodes/node_86__prompt/f9f8468036b48313889f3199a0c4f458.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-4_0-20.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-4_0-20.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_86__prompt/f9f8468036b48313889f3199a0c4f458.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 87}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_87__prompt/2aaa8a03b6ccdb8b3d9e190565db3b19.mp4""}",87,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_87__prompt,label_experiment/nodes/node_87__prompt,label_experiment/nodes/node_87__prompt.mp4,,,,,87,87,,False,2aaa8a03b6ccdb8b3d9e190565db3b19,cached/label_experiment/nodes/node_87__prompt/2aaa8a03b6ccdb8b3d9e190565db3b19.mp4,/static/assets/cached/label_experiment/nodes/node_87__prompt/2aaa8a03b6ccdb8b3d9e190565db3b19.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-25_0-26.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-25_0-26.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_87__prompt/2aaa8a03b6ccdb8b3d9e190565db3b19.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 88}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_88__prompt/7aea378b6bbbacd1bd1caa6d5ffc7cf2.mp4""}",88,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_88__prompt,label_experiment/nodes/node_88__prompt,label_experiment/nodes/node_88__prompt.mp4,,,,,88,88,,False,7aea378b6bbbacd1bd1caa6d5ffc7cf2,cached/label_experiment/nodes/node_88__prompt/7aea378b6bbbacd1bd1caa6d5ffc7cf2.mp4,/static/assets/cached/label_experiment/nodes/node_88__prompt/7aea378b6bbbacd1bd1caa6d5ffc7cf2.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-1_0-31.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-1_0-31.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_88__prompt/7aea378b6bbbacd1bd1caa6d5ffc7cf2.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 89}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_89__prompt/88475ad1e088689fb933793b5c59e85e.mp4""}",89,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_89__prompt,label_experiment/nodes/node_89__prompt,label_experiment/nodes/node_89__prompt.mp4,,,,,89,89,,False,88475ad1e088689fb933793b5c59e85e,cached/label_experiment/nodes/node_89__prompt/88475ad1e088689fb933793b5c59e85e.mp4,/static/assets/cached/label_experiment/nodes/node_89__prompt/88475ad1e088689fb933793b5c59e85e.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-5_0-22.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-5_0-22.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_89__prompt/88475ad1e088689fb933793b5c59e85e.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 90}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_90__prompt/b58a935b7d5e96c981bd9bb9248f6006.mp4""}",90,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_90__prompt,label_experiment/nodes/node_90__prompt,label_experiment/nodes/node_90__prompt.mp4,,,,,90,90,,False,b58a935b7d5e96c981bd9bb9248f6006,cached/label_experiment/nodes/node_90__prompt/b58a935b7d5e96c981bd9bb9248f6006.mp4,/static/assets/cached/label_experiment/nodes/node_90__prompt/b58a935b7d5e96c981bd9bb9248f6006.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-4_0-6.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-4_0-6.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_90__prompt/b58a935b7d5e96c981bd9bb9248f6006.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 91}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_91__prompt/41eaf7530c2af4acc1838ed7f56aa50e.mp4""}",91,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_91__prompt,label_experiment/nodes/node_91__prompt,label_experiment/nodes/node_91__prompt.mp4,,,,,91,91,,False,41eaf7530c2af4acc1838ed7f56aa50e,cached/label_experiment/nodes/node_91__prompt/41eaf7530c2af4acc1838ed7f56aa50e.mp4,/static/assets/cached/label_experiment/nodes/node_91__prompt/41eaf7530c2af4acc1838ed7f56aa50e.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-8_0-22.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-8_0-22.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_91__prompt/41eaf7530c2af4acc1838ed7f56aa50e.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 92}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_92__prompt/074adeaee3e6a7a332de651c440c4d7b.mp4""}",92,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_92__prompt,label_experiment/nodes/node_92__prompt,label_experiment/nodes/node_92__prompt.mp4,,,,,92,92,,False,074adeaee3e6a7a332de651c440c4d7b,cached/label_experiment/nodes/node_92__prompt/074adeaee3e6a7a332de651c440c4d7b.mp4,/static/assets/cached/label_experiment/nodes/node_92__prompt/074adeaee3e6a7a332de651c440c4d7b.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-22_0-27.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-22_0-27.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_92__prompt/074adeaee3e6a7a332de651c440c4d7b.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 93}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_93__prompt/af157d2641a569297a1ac8eaaacde0c6.mp4""}",93,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_93__prompt,label_experiment/nodes/node_93__prompt,label_experiment/nodes/node_93__prompt.mp4,,,,,93,93,,False,af157d2641a569297a1ac8eaaacde0c6,cached/label_experiment/nodes/node_93__prompt/af157d2641a569297a1ac8eaaacde0c6.mp4,/static/assets/cached/label_experiment/nodes/node_93__prompt/af157d2641a569297a1ac8eaaacde0c6.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-8_0-13.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-8_0-13.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_93__prompt/af157d2641a569297a1ac8eaaacde0c6.mp4
"{""py/object"": ""psynet.trial.static.StaticNode"", ""identifiers"": {""id"": 94}}","{""file_system_path"": ""/psynet-data/assets/cached/label_experiment/nodes/node_94__prompt/eb752c71ee7550373dca34784ac0e2b4.mp4""}",94,2026-03-09 18:02:10,13.1.1,image-stimulus-set-from-directory-demo__mode=live__launch=2026-03-09--18-02-10,True,False,,label_experiment,prompt,nodes/node_94__prompt,label_experiment/nodes/node_94__prompt,label_experiment/nodes/node_94__prompt.mp4,,,,,94,94,,False,eb752c71ee7550373dca34784ac0e2b4,cached/label_experiment/nodes/node_94__prompt/eb752c71ee7550373dca34784ac0e2b4.mp4,/static/assets/cached/label_experiment/nodes/node_94__prompt/eb752c71ee7550373dca34784ac0e2b4.mp4,False,,.mp4,"{""py/object"": ""psynet.asset.LocalStorage"", ""_initialized"": false, ""_root"": null, ""root"": ""/psynet-data/assets""}","{""name"": ""0-31_0-32.mp4""}",CachedAsset,input/experiment/participant-group-1/block-a/0-31_0-32.mp4,1,,,,True,CachedAsset,Asset,/psynet-data/assets/cached/label_experiment/nodes/node_94__prompt/eb752c71ee7550373dca34784ac0e2b4.mp4
